technique_id,is_subtechnique,parent_id,name,tactics,tactic_ids,platforms,data_components,detection_guidance,mitigations,url,description
T1036.001,Yes,T1036,Invalid Code Signature,Stealth,TA0005,macOS; Windows,,,M1045 Code Signing,https://attack.mitre.org/techniques/T1036/001,"Adversaries may attempt to mimic features of valid code signatures to increase the chance of deceiving a user, analyst, or tool. Code signing provides a level of authenticity on a binary from the developer and a guarantee that the binary has not been tampered with. Adversaries can copy the metadata and signature information from a signed program, then use it as a template for an unsigned program. Files with invalid code signatures will fail digital signature validation checks, but they may appear more legitimate to users and security tools may improperly handle these files.(Citation: Threatexp"
T1036.002,Yes,T1036,Right-to-Left Override,Stealth,TA0005,Linux; macOS; Windows,,,,https://attack.mitre.org/techniques/T1036/002,"Adversaries may abuse the right-to-left override (RTLO or RLO) character (U+202E) to disguise a string and/or file name to make it appear benign. RTLO is a non-printing Unicode character that causes the text that follows it to be displayed in reverse. For example, a Windows screensaver executable named <code>March 25 \u202Excod.scr</code> will display as <code>March 25 rcs.docx</code>. A JavaScript file named <code>photo_high_re\u202Egnp.js</code> will be displayed as <code>photo_high_resj.png</code>.(Citation: Infosecinstitute RTLO Technique)"
T1036.003,Yes,T1036,Rename Legitimate Utilities,Stealth,TA0005,Linux; macOS; Windows,,,M1022 Restrict File and Directory Permissions,https://attack.mitre.org/techniques/T1036/003,"Adversaries may rename legitimate / system utilities to try to evade security mechanisms concerning the usage of those utilities. Security monitoring and control mechanisms may be in place for legitimate utilities adversaries are capable of abusing, including both built-in binaries and tools such as PSExec, AutoHotKey, and IronPython.(Citation: LOLBAS Main Site)(Citation: Huntress Python Malware 2025)(Citation: The DFIR Report AutoHotKey 2023)(Citation: Splunk Detect Renamed PSExec) It may be possible to bypass those security mechanisms by renaming the utility prior to utilization (ex: rename "
T1036.004,Yes,T1036,Masquerade Task or Service,Stealth,TA0005,Linux; macOS; Windows,,,,https://attack.mitre.org/techniques/T1036/004,Adversaries may attempt to manipulate the name of a task or service to make it appear legitimate or benign. Tasks/services executed by the Task Scheduler or systemd will typically be given a name and/or description.(Citation: TechNet Schtasks)(Citation: Systemd Service Units) Windows services will have a service name as well as a display name. Many benign tasks and services exist that have commonly associated names. Adversaries may give tasks or services names that are similar or identical to those of legitimate ones.
T1036.005,Yes,T1036,Match Legitimate Resource Name or Location,Stealth,TA0005,Containers; ESXi; Linux; macOS; Windows,,,M1022 Restrict File and Directory Permissions | M1038 Execution Prevention | M1045 Code Signing,https://attack.mitre.org/techniques/T1036/005,"Adversaries may match or approximate the name or location of legitimate files, Registry keys, or other resources when naming/placing them. This is done for the sake of evading defenses and observation. "
T1036.006,Yes,T1036,Space after Filename,Stealth,TA0005,Linux; macOS,,,,https://attack.mitre.org/techniques/T1036/006,"Adversaries can hide a program's true filetype by changing the extension of a file. With certain file types (specifically this does not work with .app extensions), appending a space to the end of a filename will change how the file is processed by the operating system."
T1036.007,Yes,T1036,Double File Extension,Stealth,TA0005,Windows,,,M1017 User Training | M1028 Operating System Configuration,https://attack.mitre.org/techniques/T1036/007,"Adversaries may abuse a double extension in the filename as a means of masquerading the true file type. A file name may include a secondary file type extension that may cause only the first extension to be displayed (ex: <code>File.txt.exe</code> may render in some views as just <code>File.txt</code>). However, the second extension is the true file type that determines how the file is opened and executed. The real file extension may be hidden by the operating system in the file browser (ex: explorer.exe), as well as in any software configured using or similar to the system’s policies.(Citation"
T1036.008,Yes,T1036,Masquerade File Type,Stealth,TA0005,Linux; macOS; Windows,,,M1038 Execution Prevention | M1040 Behavior Prevention on Endpoint | M1049 Antivirus/Antimalware,https://attack.mitre.org/techniques/T1036/008,"Adversaries may masquerade malicious payloads as legitimate files through changes to the payload's formatting, including the file’s signature, extension, icon, and contents. Various file types have a typical standard format, including how they are encoded and organized. For example, a file’s signature (also known as header or magic bytes) is the beginning bytes of a file and is often used to identify the file’s type. For example, the header of a JPEG file,  is <code> 0xFF 0xD8</code> and the file extension is either `.JPE`, `.JPEG` or `.JPG`. "
T1036.009,Yes,T1036,Break Process Trees,Stealth,TA0005,Linux; macOS,,,,https://attack.mitre.org/techniques/T1036/009,"An adversary may attempt to evade process tree-based analysis by modifying executed malware's parent process ID (PPID). If endpoint protection software leverages the “parent-child"" relationship for detection, breaking this relationship could result in the adversary’s behavior not being associated with previous process tree activity. On Unix-based systems breaking this process tree is common practice for administrators to execute software using scripts and programs.(Citation: 3OHA double-fork 2022) "
T1036.010,Yes,T1036,Masquerade Account Name,Stealth,TA0005,Containers; IaaS; Identity Provider; Linux; macOS; Office Suite; SaaS; Windows,,,M1018 User Account Management | M1047 Audit,https://attack.mitre.org/techniques/T1036/010,"Adversaries may match or approximate the names of legitimate accounts to make newly created ones appear benign. This will typically occur during [Create Account](https://attack.mitre.org/techniques/T1136), although accounts may also be renamed at a later date. This may also coincide with [Account Access Removal](https://attack.mitre.org/techniques/T1531) if the actor first deletes an account before re-creating one with the same name.(Citation: Huntress MOVEit 2023)"
T1036.011,Yes,T1036,Overwrite Process Arguments,Stealth,TA0005,Linux,,,,https://attack.mitre.org/techniques/T1036/011,"Adversaries may modify a process's in-memory arguments to change its name in order to appear as a legitimate or benign process. On Linux, the operating system stores command-line arguments in the process’s stack and passes them to the `main()` function as the `argv` array. The first element, `argv[0]`, typically contains the process name or path - by default, the command used to actually start the process (e.g., `cat /etc/passwd`). By default, the Linux `/proc` filesystem uses this value to represent the process name. The `/proc/<PID>/cmdline` file reflects the contents of this memory, and too"
T1036.012,Yes,T1036,Browser Fingerprint,Stealth,TA0005,Linux; macOS; Windows,,,M1047 Audit,https://attack.mitre.org/techniques/T1036/012,"Adversaries may attempt to blend in with legitimate traffic by spoofing browser and system attributes like operating system, system language, platform, user-agent string, resolution, time zone, etc.  The HTTP User-Agent request header is a string that lets servers and network peers identify the application, operating system, vendor, and/or version of the requesting user agent.(Citation: Mozilla User Agent)"
T1037,No,,Boot or Logon Initialization Scripts,Persistence; Privilege Escalation,TA0003; TA0004,ESXi; Linux; macOS; Network Devices; Windows,,,M1022 Restrict File and Directory Permissions | M1024 Restrict Registry Permissions,https://attack.mitre.org/techniques/T1037,"Adversaries may use scripts automatically executed at boot or logon initialization to establish persistence.(Citation: Mandiant APT29 Eye Spy Email Nov 22)(Citation: Anomali Rocke March 2019) Initialization scripts can be used to perform administrative functions, which may often execute other programs or send information to an internal logging server. These scripts can vary based on operating system and whether applied locally or remotely.  "
T1037.001,Yes,T1037,Logon Script (Windows),Persistence; Privilege Escalation,TA0003; TA0004,Windows,,,M1024 Restrict Registry Permissions,https://attack.mitre.org/techniques/T1037/001,Adversaries may use Windows logon scripts automatically executed at logon initialization to establish persistence. Windows allows logon scripts to be run whenever a specific user or group of users log into a system.(Citation: TechNet Logon Scripts) This is done via adding a path to a script to the <code>HKCU\Environment\UserInitMprLogonScript</code> Registry key.(Citation: Hexacorn Logon Scripts)
